points,region_1,variety,price_bins
88,Russian River Valley,Rosé,$15-30
88,Columbia Valley (WA),Grenache,$15-30
88,Sonoma Coast,Pinot Noir,$30-60
88,Finger Lakes,Riesling,$15-30
88,Santa Clara Valley,Charbono,$30-60
88,Redwood Valley,Cabernet Sauvignon,$15-30
88,Redwood Valley,Chardonnay,$15-30
88,Walla Walla Valley (WA),Merlot,$30-60
88,Finger Lakes,Riesling,$15-30
88,Santa Ynez Valley,Grenache-Syrah,$30-60
88,Virginia,Rosé,$15-30
88,Finger Lakes,Pinot Noir,$15-30
88,Virginia,Viognier,$15-30
88,Columbia Valley (WA),Chardonnay,$15-30
91,Polk County,Pinot Noir,$30-60
90,North Coast,Sauvignon Blanc,<$15
90,Russian River Valley,Sauvignon Blanc,$15-30
90,Oregon,Pinot Noir,$30-60
90,Sonoma Mountain,Sauvignon Blanc,$15-30
90,Umpqua Valley,Syrah,$15-30
90,Oregon,Pinot Gris,$15-30
90,Rogue Valley,Pinot Blanc,$15-30
89,Lodi,Viognier,$15-30
89,Columbia Gorge (OR),Pinot Noir,$30-60
89,Ribbon Ridge,Pinot Noir,$30-60
89,Santa Barbara County,Chardonnay,<$15
89,Sta. Rita Hills,Pinot Noir,$30-60
88,Anderson Valley,Pinot Gris,$15-30
88,Yountville,Chardonnay,$15-30
88,Sta. Rita Hills,Grüner Veltliner,$15-30
88,Dundee Hills,Pinot Noir,$15-30
88,Russian River Valley,Pinot Noir,$30-60
88,California,Chardonnay,<$15
90,Paso Robles,Grenache,$15-30
90,Sonoma Coast,Pinot Noir,$30-60
90,Columbia Valley (WA),Merlot-Cabernet Franc,$30-60
90,Santa Cruz Mountains,Pinot Noir,$15-30
90,Sonoma Valley,Chardonnay,$30-60
90,Napa Valley,Merlot,$30-60
90,Napa Valley,Petit Verdot,$30-60
90,Walla Walla Valley (WA),Cabernet Franc,$15-30
90,Russian River Valley,Chardonnay,$15-30
86,Calaveras County,Sangiovese,$15-30
86,Eola-Amity Hills,Pinot Noir,$30-60
86,Russian River Valley,Chardonnay,$15-30
86,Russian River Valley,Chardonnay,$30-60
86,California,Red Blend,<$15
86,California,Merlot,<$15
86,Livermore Valley,Red Blend,$15-30
88,Santa Maria Valley,Chardonnay,$15-30
88,Rogue Valley,Pinot Gris,$15-30
88,Columbia Valley (WA),Chardonnay,$15-30
88,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
88,Columbia Valley (WA),Merlot,$15-30
88,Ribbon Ridge,Pinot Noir,$30-60
88,Red Mountain,Cabernet Sauvignon,$60-100
88,Columbia Gorge (WA),Gewürztraminer,$15-30
88,Sonoma County,Bordeaux-style Red Blend,$15-30
88,Santa Ynez Valley,Grenache Blanc,$15-30
88,Sonoma Valley,Chardonnay,$30-60
88,Paso Robles,Cabernet Sauvignon,$15-30
85,California,Sparkling Blend,$15-30
85,Paso Robles,Port,$30-60
85,Paso Robles,Cabernet Sauvignon,$15-30
85,Virginia,Vermentino,$15-30
85,Shenandoah Valley (CA),Barbera,$15-30
85,Central Coast,Red Blend,<$15
85,Monterey County,Cabernet Franc,$15-30
85,California,Sparkling Blend,$15-30
84,California,Merlot,<$15
84,California,Sparkling Blend,$15-30
84,Lodi,Chardonnay,<$15
84,Virginia,Viognier,$15-30
84,Monticello,Viognier,$15-30
91,Santa Cruz Mountains,Cabernet Sauvignon,$30-60
91,Red Mountain,Cabernet Sauvignon,$30-60
91,Sta. Rita Hills,Dornfelder,$30-60
91,Santa Cruz Mountains,Cabernet Sauvignon,$30-60
91,Santa Cruz Mountains,Cabernet Sauvignon,$30-60
91,Napa County,Sparkling Blend,$15-30
91,Sonoma Coast,Chardonnay,$60-100
91,Monterey County,Chenin Blanc,$15-30
91,Santa Lucia Highlands,Pinot Noir,$30-60
91,Mendocino County,Zinfandel,$15-30
91,Edna Valley,Grüner Veltliner,$15-30
91,Paso Robles,Bordeaux-style Red Blend,$30-60
91,Napa Valley,Merlot,$60-100
88,Russian River Valley,Petite Sirah,$15-30
88,Lake County,Rosé,$15-30
88,Sonoma Valley,Cabernet Sauvignon,$30-60
88,Carneros,Chardonnay,$15-30
88,Russian River Valley,Pinot Noir,$30-60
87,New York,Red Blend,<$15
87,Santa Cruz Mountains,Chardonnay,$15-30
87,Sonoma County,Zinfandel,$15-30
87,Chalk Hill,Cabernet Sauvignon,100-500
87,Sonoma Coast,Chardonnay,$30-60
87,Finger Lakes,Grüner Veltliner,$15-30
86,Russian River Valley,Sauvignon Blanc,$15-30
86,Dry Creek Valley,Sauvignon Blanc,$15-30
86,Sonoma Mountain,Pinot Noir,$30-60
86,Napa Valley,Cabernet Sauvignon,$15-30
86,Willamette Valley,Chardonnay,$15-30
86,El Dorado,Zinfandel,$15-30
86,Napa Valley,Cabernet Sauvignon,$30-60
86,Carneros,Chardonnay,$15-30
86,Santa Barbara County,Chardonnay,$15-30
86,Napa Valley,Cabernet Sauvignon,$30-60
86,Lake County,Chardonnay,$30-60
86,Santa Lucia Highlands,Pinot Noir,$30-60
88,Willamette Valley,Pinot Noir,$15-30
88,Napa Valley,Cabernet Sauvignon,$30-60
88,Eola-Amity Hills,Pinot Noir,$30-60
88,California,Merlot,$15-30
88,Oregon,Riesling,<$15
88,California,Chardonnay,<$15
88,Sonoma County,Chardonnay,$15-30
89,Santa Lucia Highlands,Pinot Noir,$30-60
89,Umpqua Valley,Albariño,$15-30
89,Chehalem Mountains,Pinot Noir,$30-60
89,Dundee Hills,Pinot Noir,$30-60
89,Willamette Valley,Pinot Noir,$30-60
89,Willamette Valley,Pinot Noir,$30-60
89,Dundee Hills,Pinot Noir,$30-60
89,Rogue Valley,Pinot Gris,<$15
88,Napa Valley,Sauvignon Blanc,$15-30
86,Sonoma County,Sémillon,$15-30
86,Willamette Valley,Chardonnay,$30-60
86,Alexander Valley,Cabernet Sauvignon,$15-30
86,Rogue Valley,Cabernet Sauvignon,$30-60
86,Rogue Valley,Viognier,$15-30
86,Amador County,Zinfandel,$15-30
86,Grand Valley,Red Blend,$30-60
86,Central Coast,Pinot Noir,$15-30
86,Virginia,Petit Verdot,$15-30
86,Willamette Valley,Pinot Noir,$15-30
86,Napa Valley,Zinfandel,$30-60
86,Monticello,Cabernet Franc,$15-30
85,Sonoma County,Pinot Noir,$30-60
85,Lodi,Zinfandel,<$15
85,Temecula Valley,Roussanne,$15-30
92,Sonoma Mountain,Syrah,$15-30
92,Napa Valley,Cabernet Sauvignon,$30-60
92,Sonoma Coast,Pinot Noir,$30-60
92,Walla Walla Valley (WA),White Blend,$30-60
92,Napa Valley,Zinfandel,$30-60
92,Sonoma County,Cabernet Sauvignon,$30-60
92,Dry Creek Valley,Zinfandel,$30-60
92,Santa Maria Valley,Chardonnay,$30-60
92,Russian River Valley,Pinot Noir,$30-60
85,Lodi,Pinot Grigio,<$15
85,Alexander Valley,Chardonnay,$30-60
85,Central Coast,Sauvignon Blanc,<$15
85,Dry Creek Valley,Zinfandel,$15-30
85,America,Red Blend,<$15
85,America,Chardonnay,<$15
85,Walla Walla Valley (WA),Rosé,<$15
85,North Fork of Long Island,Sauvignon Blanc,$15-30
85,America,Cabernet Sauvignon,<$15
85,North Coast,White Blend,$15-30
85,Wahluke Slope,Malbec,$15-30
85,Red Mountain,Tempranillo,$15-30
85,North Fork of Long Island,Merlot,<$15
85,California,Verdelho,$15-30
85,Wahluke Slope,Zinfandel,$15-30
85,Paso Robles,White Blend,$30-60
92,Dundee Hills,Pinot Noir,$60-100
92,Willamette Valley,Pinot Noir,$60-100
92,Willamette Valley,Pinot Noir,$60-100
92,Oregon,Pinot Gris,$15-30
92,El Dorado,Rhône-style Red Blend,$30-60
92,Willamette Valley,Pinot Noir,$30-60
92,Willamette Valley,Pinot Noir,$60-100
92,Sierra Foothills,Sangiovese,$30-60
92,Chehalem Mountains,Pinot Noir,$30-60
92,Sierra Foothills,Syrah,$60-100
92,Walla Walla Valley (OR),Bordeaux-style Red Blend,$30-60
87,Mendocino County,Chardonnay,<$15
87,California,Cabernet Sauvignon,<$15
87,Paso Robles,Viognier,$15-30
87,Willamette Valley,Pinot Noir,$15-30
87,Oregon,Malbec,$15-30
87,Middleburg,Cabernet Sauvignon,$15-30
87,Monterey,Chardonnay,$15-30
87,Chehalem Mountains,Pinot Noir,$30-60
89,California,Sparkling Blend,$15-30
89,Russian River Valley,Pinot Noir,$15-30
89,Columbia Valley (WA),Muscat Canelli,<$15
89,Columbia Valley (WA),Petit Verdot,$30-60
89,Arroyo Seco,Sauvignon Blanc,$15-30
89,Happy Canyon of Santa Barbara,Sauvignon Blanc,$15-30
89,Santa Lucia Highlands,Chardonnay,$15-30
89,Santa Ynez Valley,Sauvignon Blanc,$15-30
89,Santa Lucia Highlands,Chardonnay,$15-30
89,Monterey County,Pinot Noir,$15-30
92,Willamette Valley,Pinot Noir,$30-60
92,Rockpile,Zinfandel,$30-60
92,Russian River Valley,Pinot Noir,$60-100
92,Sonoma Coast,Chardonnay,$30-60
92,Knights Valley,Viognier,$15-30
92,Chehalem Mountains,Pinot Noir,$30-60
92,Willamette Valley,Pinot Noir,$30-60
92,Paso Robles,Bordeaux-style Red Blend,$15-30
92,Paso Robles,Primitivo,$30-60
92,Paso Robles Willow Creek District,Zinfandel,$30-60
92,Santa Maria Valley,Pinot Noir,$30-60
92,Fort Ross-Seaview,Pinot Noir,$30-60
92,Dundee Hills,Pinot Gris,$15-30
92,Sonoma County,Red Blend,$30-60
88,Russian River Valley,Pinot Noir,$30-60
88,Russian River Valley,Pinot Noir,$30-60
88,Dry Creek Valley,Cabernet Sauvignon,$30-60
88,Dry Creek Valley,Zinfandel,$30-60
88,Fiddletown,Zinfandel,$15-30
88,Santa Cruz Mountains,Chardonnay,$30-60
95,Washington,Red Blend,$60-100
95,Paso Robles,Cabernet Sauvignon,$30-60
95,Napa Valley,Cabernet Sauvignon,100-500
95,Napa Valley,Cabernet Sauvignon,$60-100
95,Russian River Valley,Chardonnay,$30-60
95,Columbia Gorge (OR),Pinot Noir,$30-60
94,Napa Valley,Chardonnay,100-500
94,Russian River Valley,Pinot Noir,$15-30
94,Walla Walla Valley (WA),Red Blend,$30-60
94,Ballard Canyon,Roussanne,$30-60
94,Sta. Rita Hills,Pinot Noir,$60-100
94,Willamette Valley,Pinot Noir,$60-100
94,Oak Knoll District,Zinfandel,$60-100
94,Napa Valley,Cabernet Sauvignon,100-500
94,Napa Valley,Cabernet Sauvignon,100-500
94,Napa Valley,Red Blend,100-500
94,Santa Cruz Mountains,Syrah,$30-60
94,Paso Robles,Red Blend,$30-60
94,Paso Robles,Red Blend,$60-100
94,Santa Maria Valley,Chardonnay,$30-60
94,Santa Lucia Highlands,Pinot Noir,$30-60
87,Santa Ynez Valley,Merlot,$15-30
87,Columbia Valley (WA),Cabernet Sauvignon,$30-60
87,Idaho,Carmenère,$30-60
87,Russian River Valley,Pinot Noir,$30-60
87,Napa Valley,Red Blend,$15-30
87,Columbia Valley (WA),Red Blend,$15-30
87,Livermore Valley,White Blend,$15-30
87,Walla Walla Valley (WA),Red Blend,$30-60
87,Columbia Valley (WA),Riesling,<$15
87,Cienega Valley,Merlot,$15-30
87,Finger Lakes,Chardonnay,$15-30
87,Santa Ynez Valley,Merlot,$30-60
87,Columbia Valley (WA),Riesling,<$15
87,Finger Lakes,Riesling,$15-30
87,Columbia Gorge (WA),Syrah,$30-60
87,Lake Chelan,Malbec,$30-60
85,Red Mountain,Merlot,$15-30
85,Sonoma County,Pinot Noir,$30-60
85,Red Mountain,Cabernet Sauvignon,$15-30
85,California,White Blend,<$15
85,North Coast,Zinfandel,<$15
85,Monterey,Pinot Noir,$15-30
85,Yakima Valley,Chardonnay,$15-30
85,Yakima Valley,Merlot,$15-30
93,Red Mountain,Rhône-style Red Blend,$30-60
93,Sonoma Mountain,Pinot Meunier,$30-60
93,Columbia Valley (WA),Chardonnay,$15-30
93,Livermore Valley,Cabernet Sauvignon,$60-100
93,Napa Valley,Petite Sirah,$30-60
93,Green Valley,Pinot Noir,$30-60
93,Santa Ynez Valley,Roussanne,$15-30
87,Texas,Rosé,$15-30
87,Russian River Valley,Pinot Noir,$30-60
87,Southern Oregon,Cabernet Franc,$15-30
87,Alexander Valley,Red Blend,$30-60
87,California,Chardonnay,<$15
87,Monticello,Meritage,$15-30
87,Monticello,Petit Verdot,$30-60
87,Monticello,Cabernet Franc,$15-30
87,Willamette Valley,Pinot Gris,$15-30
87,Umpqua Valley,Tannat,$15-30
87,Texas,Tempranillo,$15-30
87,Mendocino County,Zinfandel,$15-30
87,Sonoma County,Sauvignon Blanc,<$15
88,Napa Valley,Cabernet Sauvignon,$30-60
88,Yakima Valley,Malbec,$15-30
88,Walla Walla Valley (WA),Red Blend,$15-30
87,Columbia Valley (WA),Chardonnay,<$15
87,Walla Walla Valley (WA),Claret,$15-30
87,California,Pinot Noir,$15-30
87,Dry Creek Valley,Syrah,$30-60
87,Amador County,Zinfandel,<$15
87,California,Syrah,$15-30
87,Russian River Valley,Pinot Noir,$30-60
87,Napa Valley,Sauvignon Blanc,$15-30
87,Finger Lakes,Syrah,$15-30
87,North Fork of Long Island,Merlot,$15-30
87,Sonoma County,Cabernet Sauvignon,$30-60
87,Amador County,Zinfandel,$15-30
87,Dry Creek Valley,Zinfandel,$30-60
87,Finger Lakes,Red Blend,$15-30
87,Paso Robles,Cabernet Franc,$30-60
87,Columbia Valley (WA),Riesling,<$15
87,Central Coast,Gewürztraminer,$15-30
95,Rutherford,Bordeaux-style Red Blend,100-500
95,Sta. Rita Hills,Pinot Noir,$30-60
94,Anderson Valley,Pinot Noir,$60-100
94,Sta. Rita Hills,Pinot Noir,$60-100
94,Mount Veeder,Chardonnay,$30-60
93,Russian River Valley,Pinot Noir,$30-60
93,Rutherford,Cabernet Sauvignon,100-500
88,North Coast,Red Blend,$15-30
88,Finger Lakes,Cabernet Franc,$15-30
88,Santa Lucia Highlands,Pinot Noir,$30-60
88,California,Cabernet Sauvignon,$15-30
88,California,Chardonnay,<$15
88,Columbia Valley (WA),Viognier,$15-30
88,Yakima Valley,Chardonnay,<$15
88,St. Helena,Chenin Blanc,$15-30
88,North Coast,Cabernet Sauvignon,<$15
88,Sonoma Mountain,Grüner Veltliner,$15-30
88,Columbia Valley (WA),Cabernet Sauvignon-Syrah,<$15
88,California,Pinot Noir,<$15
88,Santa Barbara County,Sauvignon Blanc,$15-30
88,New York,Meritage,$15-30
88,Amador County,Zinfandel,$15-30
88,Columbia Valley (WA),Chardonnay,$15-30
88,Santa Lucia Highlands,Pinot Noir,$30-60
88,Shenandoah Valley (CA),Rhône-style White Blend,$15-30
88,Columbia Valley (WA),Red Blend,$30-60
88,Santa Clara Valley,Petite Sirah,$30-60
88,Finger Lakes,Gewürztraminer,$15-30
88,North Fork of Long Island,Cabernet Franc,$15-30
88,Horse Heaven Hills,Syrah,$30-60
88,Yakima Valley,Merlot,$15-30
88,Horse Heaven Hills,Red Blend,$15-30
88,Napa Valley,Sparkling Blend,$30-60
92,Dundee Hills,Pinot Blanc,$15-30
92,Paso Robles,Syrah,$30-60
92,Russian River Valley,Chardonnay,$30-60
92,Napa Valley,Cabernet Sauvignon,$30-60
92,Calistoga,Cabernet Sauvignon,$60-100
92,Santa Barbara County,Syrah,$30-60
92,Dry Creek Valley,Petite Sirah,$15-30
92,Happy Canyon of Santa Barbara,Bordeaux-style Red Blend,$30-60
92,Walla Walla Valley (OR),Bordeaux-style Red Blend,$60-100
92,Willamette Valley,Pinot Gris,$15-30
92,Sonoma County,Chardonnay,$15-30
92,Willamette Valley,Chardonnay,$15-30
92,Paso Robles,Syrah,$15-30
90,Paso Robles,Red Blend,$30-60
90,Oakville,Cabernet Sauvignon,100-500
90,Knights Valley,Cabernet Sauvignon,100-500
90,Willamette Valley,Pinot Noir,$15-30
90,Napa Valley,Merlot,$30-60
90,Napa Valley,Red Blend,100-500
90,Solano County Green Valley,Valdiguié,$15-30
87,Willamette Valley,Pinot Noir,$15-30
87,Adelaida District,Zinfandel,$15-30
87,Columbia Valley (WA),Cabernet Sauvignon,$30-60
87,Dry Creek Valley,Zinfandel,$30-60
87,California,Cabernet Sauvignon,$15-30
87,Columbia Valley (WA),Pinot Gris,<$15
87,Yolo County,Zinfandel,$15-30
87,Finger Lakes,Chardonnay,<$15
87,Yakima Valley,Cabernet Franc,$30-60
87,Paso Robles,Viognier,$15-30
87,Yakima Valley,Malbec,$30-60
86,North Coast,Sparkling Blend,$15-30
86,Horse Heaven Hills,Chardonnay,$15-30
85,California,Cabernet Sauvignon,<$15
85,Monticello,Cabernet Franc,$15-30
85,Paso Robles,Chardonnay,$15-30
85,Virginia,Chardonnay,$15-30
85,New Mexico,Cabernet Sauvignon,$15-30
85,Central Coast,Red Blend,$15-30
85,Yakima Valley,Grenache,$15-30
85,Ancient Lakes,Riesling,<$15
85,Columbia Valley (WA),Rhône-style Red Blend,$15-30
85,Columbia Valley (WA),Merlot,$15-30
85,Yakima Valley,Riesling,<$15
85,Monterey,Pinot Noir,$15-30
85,Carneros,Sparkling Blend,$30-60
85,Rattlesnake Hills,Riesling,<$15
85,Carneros,Pinot Noir,$15-30
89,Dunnigan Hills,Syrah,$15-30
89,Paso Robles,Zinfandel,$60-100
89,Monterey County,Sauvignon Blanc,<$15
89,Livermore Valley,Rhône-style Red Blend,$30-60
89,Happy Canyon of Santa Barbara,Bordeaux-style Red Blend,$30-60
89,California,Chardonnay,<$15
89,Oregon,Riesling,<$15
89,Willamette Valley,Pinot Noir,$30-60
89,Santa Ynez Valley,Red Blend,$30-60
89,Willamette Valley,Pinot Noir,$15-30
89,Lodi,Rhône-style Red Blend,$15-30
89,Umpqua Valley,Sauvignon Blanc,$15-30
89,Monterey County,Pinot Gris,<$15
89,California,Red Blend,<$15
87,Bennett Valley,Chardonnay,$15-30
87,Columbia Valley (WA),Pinot Grigio,<$15
87,Sonoma Valley,Cabernet Sauvignon,$15-30
87,Carneros,Chardonnay,$30-60
87,Santa Maria Valley,Grenache,$30-60
87,Napa Valley,Red Blend,$30-60
87,Napa Valley,Chardonnay,$15-30
87,Santa Cruz Mountains,Chardonnay,$15-30
87,Sta. Rita Hills,Pinot Noir,$30-60
87,Russian River Valley,Pinot Noir,$30-60
87,Columbia Valley (WA),Sangiovese,$15-30
87,Russian River Valley,Pinot Noir,$30-60
87,Russian River Valley,Pinot Noir,$30-60
87,Napa Valley,Chardonnay,$15-30
87,Columbia Valley (WA),Merlot,$15-30
87,Horse Heaven Hills,Merlot,$15-30
89,Amador County,Zinfandel,$15-30
89,Finger Lakes,Bordeaux-style Red Blend,$15-30
89,Horse Heaven Hills,Zinfandel,$15-30
89,Anderson Valley,Pinot Gris,$15-30
89,Oak Knoll District,Chardonnay,$30-60
89,Cayuga Lake,Riesling,<$15
89,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
89,Walla Walla Valley (WA),Cabernet Sauvignon,$30-60
90,Santa Ynez Valley,Riesling,$15-30
90,California,Moscato,<$15
90,Napa Valley,Champagne Blend,$30-60
90,California,Port,$15-30
89,Willamette Valley,Champagne Blend,$30-60
89,Anderson Valley,Champagne Blend,$15-30
88,California,Muscat Canelli,<$15
88,Anderson Valley,Champagne Blend,$30-60
90,Chehalem Mountains,Riesling,$15-30
90,Paso Robles,Cabernet Sauvignon,$15-30
90,Chehalem Mountains,Pinot Noir,$30-60
90,Dundee Hills,Pinot Noir,$30-60
90,Dry Creek Valley,Zinfandel,$15-30
90,Columbia Gorge (OR),Chardonnay,$15-30
94,Napa Valley,Bordeaux-style Red Blend,100-500
94,Willamette Valley,Pinot Noir,$30-60
94,St. Helena,Cabernet Sauvignon,$60-100
94,Willamette Valley,Pinot Noir,$60-100
94,Dundee Hills,Pinot Gris,$30-60
94,Willamette Valley,Chardonnay,$30-60
94,Russian River Valley,Pinot Noir,$60-100
94,Diamond Mountain District,Cabernet Sauvignon,100-500
94,Russian River Valley,Chardonnay,$30-60
94,Happy Canyon of Santa Barbara,Bordeaux-style Red Blend,$60-100
88,Umpqua Valley,Müller-Thurgau,<$15
88,Central Coast,Chardonnay,$15-30
88,Willamette Valley,Chardonnay,$15-30
88,Dry Creek Valley,Rhône-style White Blend,$15-30
88,Willamette Valley,Pinot Noir,$30-60
88,Willamette Valley,Pinot Gris,$15-30
88,Willamette Valley,Pinot Noir,$30-60
88,Paso Robles,Zinfandel,$15-30
88,Napa Valley,Bordeaux-style Red Blend,$15-30
87,Columbia Valley (WA),Red Blend,$15-30
87,Arroyo Grande Valley,Pinot Noir,$30-60
87,Paso Robles,Merlot,$15-30
87,Santa Ynez Valley,Grenache Blanc,$15-30
87,Santa Ynez Valley,Rhône-style Red Blend,$30-60
87,Santa Ynez Valley,Syrah,$15-30
87,Sonoma County,Pinot Blanc,$15-30
87,Monterey,Syrah,$15-30
87,Russian River Valley,Chardonnay,$15-30
87,Rutherford,Bordeaux-style Red Blend,$60-100
87,Edna Valley,Chardonnay,$15-30
87,Sonoma Valley,Red Blend,$15-30
87,Paso Robles,Zinfandel,$15-30
87,Santa Maria Valley,Pinot Noir,$15-30
88,Rogue Valley,Tempranillo,$15-30
88,El Dorado,Syrah,$30-60
88,Lodi,Zinfandel,$30-60
87,Willamette Valley,Pinot Noir,$15-30
87,Amador County,Tempranillo,$30-60
87,Oregon,Pinot Gris,<$15
87,Central Coast,Pinot Noir,<$15
87,Santa Cruz Mountains,Chardonnay,$60-100
87,Russian River Valley,Pinot Noir,$30-60
87,Willamette Valley,Pinot Noir,$15-30
87,South Coast,Zinfandel,$30-60
86,Napa Valley,Red Blend,$60-100
86,Oregon,Pinot Noir,$15-30
86,Alexander Valley,Cabernet Sauvignon,$15-30
86,California,Red Blend,$15-30
86,Napa Valley,Sauvignon Blanc,$15-30
86,Eola-Amity Hills,Pinot Noir,$30-60
86,Napa Valley,Chardonnay,$15-30
86,Calistoga,Cabernet Franc,$30-60
86,El Dorado,Sauvignon Blanc,<$15
88,Sonoma Coast,Chardonnay,$15-30
88,Columbia Valley (WA),Cabernet Sauvignon,<$15
88,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
88,Central Coast,Sauvignon Blanc,$15-30
88,Red Mountain,Syrah-Cabernet Sauvignon,$60-100
88,Santa Maria Valley,Sauvignon Blanc,$15-30
88,Solano County,Barbera,$15-30
88,Russian River Valley,Pinot Meunier,$15-30
88,Paso Robles,Grenache Blanc,$15-30
88,Finger Lakes,Riesling,<$15
88,North Fork of Long Island,Chardonnay,$30-60
88,Sonoma County,Zinfandel,$30-60
88,Napa Valley,Cabernet Sauvignon,$30-60
88,Santa Maria Valley,Pinot Noir,$60-100
88,Finger Lakes,Chardonnay,<$15
88,Oak Knoll District,Riesling,$15-30
88,Russian River Valley,Colombard,$15-30
87,Columbia Valley (WA),Rosé,$15-30
87,Santa Ynez Valley,Chardonnay,$15-30
87,Napa Valley,Sparkling Blend,$15-30
87,Napa Valley,Sparkling Blend,$15-30
87,Columbia Valley (WA),White Blend,$15-30
87,Dry Creek Valley,Zinfandel,$15-30
87,Monterey,Pinot Grigio,<$15
87,Rattlesnake Hills,Malbec,$15-30
87,Santa Lucia Highlands,Chardonnay,$30-60
87,Paso Robles,Cabernet Sauvignon,$15-30
87,Horse Heaven Hills,Cabernet Sauvignon,$30-60
87,Columbia Valley (WA),Riesling,<$15
87,Carmel Valley,Syrah,$30-60
87,Virginia,Chardonnay,$15-30
87,Napa Valley,Red Blend,$30-60
87,Sonoma Coast,Albariño,$15-30
94,Walla Walla Valley (WA),Syrah,$60-100
94,Anderson Valley,Pinot Noir,$60-100
94,Rutherford,Cabernet Sauvignon,100-500
94,Santa Maria Valley,White Blend,$30-60
94,Carneros,Chardonnay,$30-60
94,Napa Valley,Cabernet Sauvignon,$30-60
94,Columbia Valley (WA),Cabernet Sauvignon,100-500
94,Sonoma Coast,Pinot Noir,$30-60
94,Adelaida District,Syrah,$30-60
94,Paso Robles,Cabernet Sauvignon,$15-30
94,Oakville,Cabernet Sauvignon,$60-100
94,Russian River Valley,Chardonnay,$60-100
94,Sonoma Coast,Pinot Noir,$60-100
94,Napa Valley,Cabernet Sauvignon,$30-60
94,Rutherford,Cabernet Sauvignon,100-500
94,Sonoma Coast,Pinot Noir,$30-60
94,Paso Robles,Cabernet Sauvignon,100-500
94,Columbia Valley (WA),Cabernet Sauvignon,$60-100
94,Carneros,Sparkling Blend,$30-60
94,Sta. Rita Hills,Pinot Noir,$60-100
94,Napa Valley,Cabernet Sauvignon,100-500
94,Mount Veeder,Cabernet Sauvignon,$60-100
94,Alexander Valley,Cabernet Franc,$60-100
85,Paso Robles,Rosé,$15-30
85,Napa Valley,Sauvignon Blanc-Semillon,$30-60
85,Paso Robles,Pinot Gris,$15-30
85,Columbia Valley (WA),Syrah,<$15
85,Columbia Valley (WA),Cabernet Sauvignon,<$15
85,Monterey County,Chardonnay,<$15
85,Washington,Pinot Gris,$15-30
85,Lodi,Red Blend,$15-30
90,Paso Robles,Syrah,$15-30
90,Happy Canyon of Santa Barbara,Sauvignon Blanc,$15-30
90,Carneros,Chardonnay,$15-30
90,Napa County,Syrah,<$15
90,Columbia Valley (WA),Riesling,<$15
90,Columbia Valley (WA),Zinfandel,$30-60
90,Columbia Valley (WA),Grenache,$30-60
90,Oak Knoll District,Syrah,$30-60
90,Columbia Valley (WA),Red Blend,$15-30
90,Dry Creek Valley,Merlot,<$15
90,Columbia Gorge (WA),Grüner Veltliner,$15-30
90,Santa Ynez Valley,Syrah,$30-60
90,Santa Ynez Valley,Syrah,$30-60
89,California,Zinfandel,$15-30
89,Monterey County,Grenache,$15-30
89,Rogue Valley,Pinot Gris,$15-30
89,Old Mission Peninsula,Bordeaux-style Red Blend,$30-60
89,Santa Lucia Highlands,Chardonnay,$15-30
89,Columbia Valley (OR),Cabernet Sauvignon,$30-60
89,Oregon,Pinot Noir,$15-30
89,Willamette Valley,Pinot Noir,$30-60
89,Willamette Valley,Pinot Noir,$30-60
89,Paso Robles,Rhône-style Red Blend,$30-60
88,Santa Maria Valley,Pinot Noir,$15-30
88,Sierra Foothills,Dolcetto,$15-30
88,Eola-Amity Hills,Gewürztraminer,$15-30
88,Sonoma Coast,Pinot Noir,$30-60
88,Lake County,Grenache-Mourvèdre,$15-30
88,Lodi,Merlot,<$15
88,Willamette Valley,Pinot Noir,$15-30
88,California,Montepulciano,$15-30
83,Virginia,Chardonnay,$15-30
83,Rogue Valley,Pinot Noir,$30-60
83,California,Chardonnay,<$15
83,Willamette Valley,Pinot Noir,$15-30
83,Sonoma County,Syrah,$30-60
83,Virginia,Red Blend,$30-60
83,Virginia,Red Blend,<$15
83,California,Chardonnay,<$15
83,North Coast,Merlot,<$15
83,Willamette Valley,Müller-Thurgau,<$15
83,Rogue Valley,White Blend,$15-30
83,Lodi,Chardonnay,<$15
83,Monticello,Viognier,$15-30
83,California,Cabernet Sauvignon,<$15
87,Willamette Valley,Champagne Blend,$15-30
87,Napa Valley,Champagne Blend,$15-30
87,Sonoma County,Zinfandel,$15-30
87,Oregon,Pinot Noir,$30-60
87,Willamette Valley,Pinot Noir,<$15
87,Finger Lakes,Champagne Blend,$15-30
87,Rogue Valley,Pinot Noir,$15-30
87,Willamette Valley,Pinot Noir,$15-30
87,Willamette Valley,Pinot Noir,$15-30
87,Willamette Valley,Pinot Noir,$15-30
87,Amador County,Zinfandel,$15-30
87,Stags Leap District,Zinfandel,$15-30
87,Willamette Valley,Champagne Blend,$15-30
86,Willamette Valley,Pinot Noir,$15-30
86,Willamette Valley,Pinot Noir,$30-60
86,Willamette Valley,Pinot Noir,<$15
86,Willamette Valley,Pinot Noir,$30-60
86,Sonoma County,Zinfandel,$15-30
88,Happy Canyon of Santa Barbara,Syrah,$15-30
